id,title,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,genre_10,genre_11,genre_12,genre_13,genre_14,genre_15,genre_16,genre_17,genre_18,genre_19,genre_20,genre_21,genre_22,genre_23,genre_24,genre_25,genre_26,genre_27,genre_28,genre_29,genre_30,genre_31,genre_32,genre_33,genre_34,genre_35,genre_36,genre_37,genre_38,genre_39,genre_40,genre_41,genre_42,genre_43,genre_44,genre_45,genre_46,year_norm,rating_norm,duration_norm
16,Movie_16,0.01,0.0,0.06,0.14,0.0,0.08,0.02,0.0,0.0,0.0,0.01,0.02,0.0,0.01,0.0,0.07,0.01,0.02,0.02,0.0,0.0,0.02,0.0,0.03,0.01,0.02,0.04,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.06,0.0,0.03,0.04,0.05,0.03,0.0,0.01,0.01,0.0,0.31,0.8,0.76
17,Movie_17,0.05,0.0,0.08,0.02,0.0,0.01,0.01,0.02,0.0,0.06,0.01,0.09,0.01,0.04,0.0,0.01,0.0,0.05,0.01,0.0,0.03,0.03,0.01,0.05,0.01,0.01,0.02,0.03,0.01,0.0,0.01,0.02,0.02,0.0,0.03,0.01,0.03,0.01,0.02,0.04,0.04,0.01,0.01,0.03,0.01,0.05,0.0,0.55,0.67,0.74
18,Movie_18,0.04,0.01,0.03,0.03,0.01,0.07,0.1,0.03,0.03,0.01,0.03,0.02,0.04,0.02,0.04,0.01,0.01,0.01,0.01,0.04,0.02,0.08,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.0,0.03,0.0,0.01,0.07,0.0,0.03,0.33,0.58,0.12
19,Movie_19,0.04,0.0,0.01,0.01,0.05,0.02,0.09,0.01,0.01,0.02,0.01,0.04,0.01,0.06,0.01,0.0,0.02,0.03,0.01,0.01,0.0,0.02,0.06,0.0,0.02,0.02,0.02,0.02,0.02,0.04,0.01,0.01,0.0,0.03,0.04,0.03,0.02,0.0,0.02,0.03,0.01,0.01,0.01,0.05,0.0,0.02,0.03,0.16,0.43,0.81
20,Movie_20,0.01,0.01,0.04,0.01,0.01,0.01,0.0,0.03,0.02,0.02,0.02,0.0,0.01,0.0,0.02,0.0,0.03,0.05,0.01,0.01,0.03,0.0,0.03,0.02,0.01,0.02,0.01,0.0,0.11,0.06,0.04,0.01,0.01,0.03,0.04,0.04,0.0,0.01,0.08,0.0,0.01,0.03,0.04,0.01,0.01,0.02,0.0,0.47,0.94,0.39
21,Movie_21,0.01,0.01,0.0,0.04,0.02,0.01,0.01,0.03,0.01,0.0,0.0,0.01,0.02,0.07,0.04,0.0,0.01,0.07,0.03,0.06,0.02,0.01,0.02,0.02,0.0,0.04,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.04,0.07,0.02,0.01,0.06,0.01,0.01,0.06,0.02,0.01,0.02,1.0,0.33,0.52
22,Movie_22,0.0,0.02,0.09,0.01,0.07,0.0,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.0,0.01,0.0,0.04,0.01,0.05,0.03,0.02,0.01,0.02,0.0,0.03,0.05,0.08,0.05,0.0,0.03,0.02,0.04,0.02,0.0,0.09,0.0,0.01,0.02,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.48,0.54,0.64
23,Movie_23,0.03,0.01,0.07,0.0,0.01,0.03,0.01,0.06,0.02,0.02,0.02,0.0,0.02,0.0,0.0,0.02,0.01,0.09,0.0,0.03,0.01,0.02,0.03,0.02,0.02,0.01,0.0,0.01,0.01,0.02,0.05,0.0,0.07,0.01,0.0,0.01,0.03,0.0,0.01,0.07,0.05,0.0,0.02,0.03,0.02,0.0,0.03,0.93,0.22,0.21
24,Movie_24,0.0,0.02,0.04,0.01,0.0,0.01,0.02,0.01,0.05,0.0,0.01,0.01,0.02,0.01,0.03,0.01,0.04,0.01,0.0,0.01,0.01,0.08,0.03,0.0,0.06,0.0,0.0,0.03,0.02,0.03,0.01,0.11,0.02,0.01,0.07,0.05,0.0,0.06,0.0,0.02,0.03,0.01,0.0,0.0,0.01,0.02,0.0,0.17,0.62,0.17
25,Movie_25,0.01,0.01,0.02,0.02,0.0,0.0,0.04,0.02,0.04,0.01,0.06,0.04,0.01,0.06,0.03,0.04,0.0,0.02,0.0,0.04,0.04,0.01,0.01,0.03,0.0,0.0,0.01,0.05,0.01,0.04,0.0,0.04,0.01,0.01,0.04,0.01,0.01,0.0,0.03,0.0,0.0,0.02,0.02,0.01,0.09,0.01,0.0,0.84,0.24,0.77
26,Movie_26,0.01,0.01,0.01,0.04,0.05,0.03,0.02,0.0,0.02,0.03,0.01,0.01,0.04,0.01,0.05,0.01,0.03,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.04,0.01,0.0,0.06,0.07,0.08,0.01,0.02,0.0,0.02,0.01,0.02,0.0,0.01,0.0,0.06,0.0,0.08,0.01,0.01,0.02,0.24,0.92,0.84
27,Movie_27,0.01,0.02,0.03,0.02,0.06,0.05,0.02,0.0,0.01,0.02,0.02,0.01,0.02,0.0,0.03,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.01,0.0,0.04,0.01,0.01,0.0,0.08,0.01,0.05,0.03,0.05,0.0,0.03,0.01,0.02,0.0,0.02,0.01,0.0,0.02,0.02,0.08,0.04,0.05,0.0,0.16,0.95,0.23
28,Movie_28,0.0,0.07,0.03,0.0,0.01,0.01,0.05,0.1,0.0,0.01,0.04,0.01,0.01,0.02,0.02,0.01,0.02,0.03,0.02,0.01,0.0,0.01,0.01,0.02,0.03,0.01,0.01,0.0,0.04,0.05,0.05,0.0,0.05,0.01,0.07,0.0,0.01,0.01,0.05,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.0,0.76,0.98,0.08
29,Movie_29,0.06,0.0,0.02,0.04,0.01,0.02,0.02,0.01,0.01,0.06,0.07,0.03,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.02,0.04,0.01,0.01,0.0,0.02,0.02,0.04,0.01,0.01,0.09,0.01,0.02,0.01,0.01,0.01,0.01,0.08,0.02,0.01,0.02,0.01,0.07,0.0,0.0,0.04,0.01,0.0,0.71,0.39,0.23
30,Movie_30,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.04,0.01,0.0,0.0,0.0,0.03,0.04,0.0,0.01,0.02,0.02,0.01,0.1,0.01,0.0,0.04,0.04,0.03,0.05,0.06,0.02,0.01,0.0,0.06,0.0,0.02,0.06,0.06,0.0,0.03,0.01,0.01,0.37,0.69,0.31
31,Movie_31,0.03,0.05,0.03,0.05,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.0,0.01,0.02,0.05,0.02,0.03,0.0,0.02,0.01,0.02,0.05,0.01,0.03,0.06,0.02,0.05,0.02,0.01,0.01,0.02,0.0,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.01,0.02,0.0,0.03,0.02,0.0,0.03,0.09,0.54,0.63
32,Movie_32,0.01,0.01,0.02,0.04,0.06,0.01,0.02,0.02,0.04,0.02,0.02,0.06,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.08,0.01,0.03,0.01,0.01,0.07,0.0,0.0,0.09,0.06,0.0,0.0,0.01,0.03,0.04,0.04,0.03,0.03,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.02,0.01,0.01,0.15,0.35,0.53
33,Movie_33,0.02,0.02,0.01,0.02,0.0,0.06,0.04,0.0,0.01,0.0,0.01,0.0,0.01,0.05,0.02,0.01,0.03,0.01,0.0,0.01,0.01,0.01,0.07,0.01,0.03,0.01,0.05,0.02,0.0,0.0,0.03,0.0,0.0,0.02,0.06,0.07,0.01,0.01,0.01,0.1,0.03,0.04,0.01,0.0,0.0,0.02,0.01,0.83,0.19,0.11
34,Movie_34,0.01,0.01,0.0,0.01,0.01,0.0,0.06,0.01,0.01,0.02,0.02,0.01,0.01,0.04,0.02,0.02,0.0,0.01,0.01,0.03,0.02,0.05,0.06,0.01,0.03,0.0,0.0,0.04,0.02,0.07,0.09,0.0,0.0,0.03,0.03,0.02,0.01,0.01,0.02,0.02,0.0,0.02,0.01,0.02,0.02,0.04,0.02,0.44,0.47,0.28
35,Movie_35,0.05,0.05,0.03,0.03,0.01,0.05,0.01,0.01,0.01,0.01,0.02,0.03,0.08,0.02,0.02,0.01,0.03,0.03,0.01,0.01,0.01,0.01,0.02,0.03,0.0,0.01,0.01,0.04,0.0,0.0,0.02,0.01,0.01,0.01,0.04,0.0,0.04,0.08,0.0,0.0,0.03,0.03,0.04,0.0,0.02,0.0,0.01,0.77,0.95,0.31
36,Movie_36,0.07,0.05,0.03,0.04,0.01,0.01,0.09,0.01,0.01,0.0,0.03,0.02,0.02,0.0,0.01,0.0,0.04,0.01,0.02,0.0,0.01,0.0,0.03,0.0,0.02,0.04,0.04,0.01,0.02,0.02,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.06,0.01,0.0,0.03,0.06,0.02,0.02,0.02,0.02,0.15,0.1,0.75
37,Movie_37,0.01,0.03,0.07,0.0,0.02,0.01,0.01,0.02,0.04,0.01,0.03,0.0,0.02,0.02,0.01,0.03,0.0,0.0,0.02,0.06,0.0,0.04,0.01,0.03,0.0,0.03,0.04,0.02,0.07,0.0,0.01,0.03,0.02,0.03,0.06,0.0,0.01,0.0,0.04,0.01,0.01,0.02,0.01,0.01,0.03,0.01,0.03,0.28,0.69,0.79
38,Movie_38,0.0,0.04,0.02,0.0,0.01,0.08,0.02,0.03,0.0,0.02,0.0,0.05,0.0,0.01,0.01,0.01,0.0,0.01,0.04,0.0,0.02,0.01,0.01,0.02,0.12,0.05,0.01,0.01,0.0,0.01,0.03,0.04,0.01,0.0,0.0,0.02,0.01,0.02,0.0,0.0,0.01,0.15,0.04,0.01,0.0,0.0,0.01,0.4,0.25,0.59
39,Movie_39,0.03,0.01,0.06,0.0,0.01,0.0,0.01,0.09,0.03,0.02,0.01,0.04,0.01,0.01,0.03,0.05,0.02,0.02,0.03,0.0,0.0,0.03,0.01,0.04,0.01,0.0,0.05,0.01,0.01,0.04,0.01,0.02,0.02,0.0,0.03,0.02,0.03,0.03,0.03,0.01,0.0,0.02,0.0,0.0,0.07,0.01,0.01,0.28,0.9,0.63
40,Movie_40,0.05,0.04,0.0,0.01,0.0,0.03,0.02,0.02,0.0,0.03,0.03,0.0,0.03,0.06,0.03,0.01,0.01,0.02,0.03,0.09,0.01,0.02,0.0,0.01,0.03,0.01,0.0,0.0,0.08,0.02,0.02,0.03,0.02,0.01,0.03,0.02,0.02,0.0,0.04,0.01,0.0,0.0,0.01,0.0,0.07,0.02,0.03,0.57,0.66,0.59
41,Movie_41,0.01,0.01,0.0,0.01,0.04,0.0,0.01,0.01,0.02,0.0,0.02,0.01,0.0,0.03,0.06,0.03,0.04,0.05,0.0,0.0,0.0,0.0,0.01,0.06,0.03,0.0,0.03,0.03,0.01,0.01,0.02,0.01,0.09,0.03,0.03,0.05,0.05,0.03,0.0,0.03,0.0,0.02,0.02,0.01,0.02,0.01,0.01,0.28,0.9,0.98
42,Movie_42,0.01,0.03,0.01,0.0,0.0,0.03,0.01,0.02,0.0,0.0,0.01,0.01,0.04,0.03,0.02,0.02,0.02,0.03,0.06,0.0,0.03,0.02,0.02,0.0,0.02,0.07,0.0,0.03,0.05,0.02,0.07,0.1,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.02,0.05,0.01,0.03,0.01,0.0,0.02,0.0,0.69,0.07,0.91
43,Movie_43,0.03,0.03,0.02,0.01,0.03,0.01,0.0,0.03,0.0,0.06,0.01,0.01,0.0,0.02,0.01,0.01,0.01,0.01,0.01,0.05,0.0,0.0,0.01,0.01,0.05,0.02,0.04,0.04,0.0,0.03,0.01,0.06,0.05,0.05,0.04,0.0,0.09,0.02,0.0,0.01,0.02,0.01,0.0,0.06,0.0,0.0,0.02,0.4,0.55,0.6
44,Movie_44,0.0,0.03,0.0,0.0,0.01,0.0,0.02,0.05,0.02,0.01,0.03,0.0,0.02,0.04,0.05,0.01,0.01,0.03,0.06,0.01,0.0,0.0,0.02,0.02,0.07,0.06,0.02,0.02,0.01,0.05,0.04,0.03,0.03,0.01,0.01,0.0,0.0,0.02,0.04,0.07,0.03,0.01,0.0,0.02,0.01,0.0,0.01,0.69,0.3,0.79
45,Movie_45,0.01,0.0,0.03,0.0,0.02,0.03,0.0,0.01,0.0,0.01,0.01,0.06,0.02,0.01,0.0,0.0,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.0,0.0,0.05,0.02,0.03,0.04,0.01,0.09,0.0,0.02,0.01,0.07,0.02,0.02,0.01,0.04,0.01,0.11,0.03,0.02,0.0,0.93,0.05,0.4
46,Movie_46,0.0,0.03,0.03,0.0,0.01,0.05,0.04,0.0,0.01,0.01,0.04,0.03,0.03,0.0,0.09,0.04,0.0,0.01,0.0,0.03,0.02,0.01,0.05,0.05,0.01,0.02,0.03,0.0,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.0,0.01,0.01,0.03,0.03,0.0,0.07,0.02,0.02,0.03,0.02,0.01,0.17,0.03,0.19
47,Movie_47,0.05,0.04,0.01,0.05,0.01,0.02,0.05,0.0,0.03,0.0,0.03,0.01,0.04,0.0,0.02,0.01,0.05,0.09,0.08,0.01,0.02,0.01,0.0,0.02,0.0,0.0,0.01,0.05,0.03,0.01,0.03,0.01,0.01,0.0,0.02,0.03,0.03,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.56,0.96,0.61
48,Movie_48,0.01,0.06,0.06,0.01,0.04,0.06,0.0,0.01,0.01,0.04,0.0,0.0,0.01,0.02,0.03,0.04,0.01,0.0,0.05,0.01,0.05,0.0,0.01,0.0,0.01,0.09,0.05,0.01,0.01,0.01,0.01,0.0,0.02,0.02,0.01,0.01,0.03,0.0,0.01,0.0,0.01,0.02,0.04,0.0,0.07,0.01,0.01,0.41,0.17,0.94
49,Movie_49,0.05,0.03,0.02,0.0,0.03,0.03,0.05,0.01,0.0,0.02,0.0,0.03,0.02,0.03,0.01,0.01,0.03,0.01,0.01,0.01,0.02,0.05,0.02,0.03,0.03,0.01,0.02,0.03,0.02,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.07,0.01,0.04,0.03,0.03,0.02,0.02,0.01,0.01,0.02,0.13,0.34,0.98
50,Movie_50,0.02,0.06,0.02,0.01,0.01,0.07,0.03,0.02,0.06,0.03,0.04,0.01,0.02,0.01,0.02,0.01,0.01,0.03,0.01,0.04,0.01,0.01,0.01,0.02,0.01,0.01,0.03,0.08,0.01,0.0,0.03,0.01,0.0,0.01,0.03,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.07,0.01,0.92,0.11,0.79
51,Movie_51,0.03,0.02,0.0,0.0,0.02,0.03,0.03,0.0,0.02,0.06,0.01,0.02,0.01,0.0,0.04,0.0,0.01,0.01,0.03,0.07,0.0,0.01,0.0,0.04,0.01,0.02,0.02,0.01,0.04,0.02,0.02,0.01,0.0,0.04,0.1,0.04,0.01,0.02,0.02,0.05,0.01,0.0,0.02,0.02,0.0,0.01,0.01,0.8,0.8,0.38
52,Movie_52,0.04,0.02,0.05,0.02,0.04,0.02,0.05,0.04,0.01,0.01,0.06,0.0,0.02,0.02,0.01,0.02,0.02,0.04,0.01,0.02,0.03,0.02,0.03,0.01,0.03,0.01,0.01,0.01,0.01,0.02,0.04,0.05,0.0,0.01,0.01,0.02,0.02,0.0,0.04,0.02,0.05,0.01,0.02,0.01,0.01,0.01,0.02,0.0,0.34,0.03
53,Movie_53,0.0,0.01,0.02,0.05,0.0,0.01,0.02,0.0,0.02,0.08,0.0,0.02,0.01,0.0,0.01,0.02,0.02,0.02,0.0,0.05,0.02,0.0,0.03,0.01,0.02,0.0,0.02,0.04,0.01,0.03,0.02,0.03,0.02,0.05,0.01,0.0,0.04,0.05,0.0,0.01,0.01,0.08,0.0,0.02,0.04,0.01,0.03,0.24,0.75,0.57
54,Movie_54,0.01,0.0,0.07,0.02,0.03,0.05,0.01,0.02,0.01,0.04,0.0,0.02,0.05,0.02,0.02,0.01,0.03,0.0,0.03,0.0,0.04,0.04,0.01,0.02,0.03,0.01,0.01,0.0,0.02,0.02,0.0,0.03,0.04,0.04,0.02,0.02,0.01,0.0,0.01,0.03,0.0,0.01,0.03,0.0,0.02,0.07,0.02,0.35,0.79,0.04
55,Movie_55,0.05,0.04,0.01,0.04,0.01,0.01,0.0,0.0,0.13,0.0,0.0,0.07,0.11,0.02,0.02,0.02,0.0,0.01,0.02,0.01,0.01,0.0,0.03,0.01,0.02,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.02,0.0,0.0,0.01,0.1,0.01,0.01,0.09,0.0,0.0,0.0,0.03,0.0,0.03,0.29,0.65,0.6
56,Movie_56,0.04,0.0,0.0,0.04,0.03,0.01,0.03,0.0,0.02,0.04,0.01,0.06,0.23,0.03,0.01,0.0,0.01,0.01,0.0,0.02,0.01,0.01,0.01,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.03,0.04,0.01,0.02,0.01,0.02,0.0,0.03,0.02,0.0,0.01,0.01,0.0,0.03,0.0,0.0,0.08,0.13,0.42,0.39
57,Movie_57,0.01,0.01,0.02,0.02,0.01,0.07,0.09,0.0,0.04,0.01,0.02,0.01,0.02,0.0,0.0,0.01,0.01,0.03,0.02,0.01,0.01,0.02,0.01,0.06,0.02,0.0,0.0,0.02,0.03,0.01,0.08,0.0,0.03,0.03,0.02,0.03,0.01,0.0,0.01,0.0,0.02,0.06,0.02,0.04,0.01,0.02,0.01,0.81,0.6,0.77
58,Movie_58,0.02,0.01,0.01,0.04,0.03,0.05,0.04,0.01,0.0,0.01,0.0,0.0,0.0,0.1,0.04,0.01,0.01,0.01,0.01,0.09,0.01,0.02,0.01,0.05,0.04,0.0,0.03,0.01,0.0,0.08,0.03,0.01,0.04,0.0,0.02,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.07,0.95,0.18,0.76
59,Movie_59,0.02,0.01,0.01,0.01,0.05,0.02,0.0,0.02,0.01,0.01,0.05,0.0,0.02,0.05,0.01,0.0,0.01,0.08,0.02,0.02,0.02,0.0,0.0,0.02,0.01,0.01,0.01,0.05,0.0,0.02,0.02,0.01,0.0,0.04,0.01,0.09,0.04,0.0,0.01,0.05,0.01,0.0,0.01,0.04,0.01,0.05,0.01,0.51,0.27,0.12
60,Movie_60,0.04,0.02,0.01,0.19,0.0,0.03,0.0,0.02,0.03,0.02,0.01,0.01,0.01,0.0,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.01,0.01,0.01,0.05,0.01,0.0,0.01,0.01,0.02,0.05,0.01,0.0,0.02,0.0,0.05,0.03,0.0,0.0,0.04,0.02,0.02,0.02,0.04,0.01,0.02,0.0,0.37,0.88,0.71
61,Movie_61,0.03,0.0,0.01,0.01,0.01,0.09,0.04,0.0,0.03,0.0,0.01,0.02,0.02,0.02,0.09,0.0,0.05,0.02,0.05,0.0,0.04,0.0,0.0,0.01,0.02,0.03,0.02,0.01,0.02,0.01,0.0,0.03,0.02,0.01,0.04,0.01,0.02,0.0,0.01,0.02,0.04,0.02,0.01,0.03,0.03,0.02,0.01,0.64,0.78,0.96
62,Movie_62,0.01,0.02,0.09,0.02,0.07,0.01,0.05,0.0,0.01,0.05,0.01,0.06,0.04,0.02,0.01,0.03,0.02,0.01,0.0,0.01,0.0,0.03,0.03,0.0,0.01,0.03,0.0,0.0,0.02,0.04,0.01,0.0,0.01,0.02,0.04,0.01,0.02,0.04,0.01,0.02,0.06,0.05,0.0,0.0,0.03,0.01,0.0,0.77,0.61,0.41
63,Movie_63,0.0,0.02,0.07,0.01,0.02,0.01,0.0,0.03,0.01,0.04,0.01,0.01,0.0,0.04,0.01,0.0,0.01,0.04,0.01,0.02,0.01,0.0,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.1,0.01,0.04,0.02,0.03,0.04,0.03,0.02,0.0,0.06,0.06,0.02,0.01,0.06,0.53,0.41,0.43
